FamilyID	dsim<0>	dsec<1>	dere<2>	dyak<3>	<4>	dmel<5>	<6>	<7>	dper<8>	dpse<9>	dana<10>	<11>	dvir<12>	dmoj<13>	<14>	<15>	dgri<16>	<17>	dwil<18>	<19>	<20>	<21>	agam<22>	<23>	bmor<24>	<25>	tcas<26>	<27>	apis<28>	phum<29>	amel<30>	<31>	<32>	<33>	<34>
OBPs	53	51	50	55	52	52	52	52	45	45	50	52	41	43	45	50	46	44	62	49	46	49	83	49	46	44	49	43	18	5	21	40	21	36	30
