FamilyID	dsim<0>	dsec<1>	dere<2>	dyak<3>	<4>	dmel<5>	<6>	<7>	dper<8>	dpse<9>	dana<10>	<11>	dvir<12>	dmoj<13>	<14>	<15>	dgri<16>	<17>	dwil<18>	<19>	<20>	<21>	agam<22>	<23>	bmor<24>	<25>	tcas<26>	<27>	apis<28>	phum<29>	amel<30>	<31>	<32>	<33>	<34>	
OBPs	0.0847598	0.209165	0.341289	0.0867167	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.480202	0.358373	0.801459	0.369472	0.500572	N/A	0.355501	0.00506849	N/A	0.279159	N/A	8.07931e-05	0.434397	0.61941	0.449952	0.254611	0.159897	0.767643	0.00133207	0.0695403	0.0895773	0.0295959	0.0698708	N/A
