FamilyID	dsim<0>	dsec<1>	dere<2>	dyak<3>	<4>	dmel<5>	<6>	<7>	dper<8>	dpse<9>	dana<10>	<11>	dvir<12>	dmoj<13>	<14>	<15>	dgri<16>	<17>	dwil<18>	<19>	<20>	<21>	agam<22>	<23>	bmor<24>	<25>	tcas<26>	<27>	apis<28>	phum<29>	amel<30>	<31>	<32>	<33>	<34>
OBPs	+1	-1	-2	+3	+0	+0	+0	+0	+0	+0	+0	+2	-3	-1	-4	+1	+0	-2	+13	+0	-3	+0	+39	+5	+3	+1	+9	+3	-3	-16	-15	+4	-9	+6	+0
