UniqueCount	AmbigCount
9	0
0	3
525	0
0	0
0	4
6	8
0	70
55	4
0	10
0	13
1	0
10	32
345	0
0	921
408	1098
1	669
0	276
94	922
2	176
2701	567
461	0
82	779
159	1431
0	686
0	54
0	54
4	75
0	75
4	10
6	143
8	5
0	4
0	5
0	5
78	63
0	7
7	110
37	1
18	650
0	9
15	58
1	0
0	2
1	0
0	8
1	0
13	69
0	0
31	4
0	0
1	7
1	0
1	199
0	1
0	0
0	0
31	0
5	2
463	19
12	0
0	0
150	49
0	24
0	0
3	0
1	0
0	0
0	0
347	32
2	117
2	0
0	6
11	45
3	30
0	338
81	0
0	0
0	0
1	5
26	213
0	8
28	3
30	0
15	0
723	0
30	0
0	0
1	0
1183	0
711	0
291	51
0	51
1710	0
534	0
3676	824
562	260
3	260
0	306
30	306
0	304
25	0
0	0
1637	0
786	0
35	0
81	644
0	644
0	923
1939	923
2239	0
29	364
0	364
5	13
0	13
1	13
0	207
36	207
113	387
4	387
221	0
1006	0
546	516
10	516
5	2
0	2
208	0
0	15
0	11
2	12
1	0
0	91
3	91
41	1057
0	1057
3	341
0	116
129	117
5	117
0	83
82	0
15	5
0	0
5	0
160	0
0	292
87	292
0	0
13	0
2	0
46	0
0	331
190	331
0	0
0	0
0	0
0	0
0	0
0	0
709	0
718	0
8390	0
43	149
4	149
3514	0
34	92
0	129
0	128
0	135
0	134
14	226
0	0
28	0
0	0
0	0
4	0
1246	0
416	0
81	0
361	0
716	0
200	0
2775	0
705	0
1471	0
0	0
5	0
0	4
0	4
0	4
476	0
27	100
0	100
2037	0
151	0
0	91
4	83
0	108
21	108
0	107
0	90
2	10
12	10
333	633
0	0
3	58
0	0
5	0
0	1
0	5
3	1
0	0
2	0
402	0
0	0
15	0
7	0
0	0
0	0
10	16
0	21
0	0
0	0
0	0
0	0
59	198
3	252
0	252
8	252
5	5
222	0
5	0
167	0
0	14
250	0
369	0
51	1323
172	1323
0	125
64	125
184	1
509	0
10	0
0	0
2	0
2	14
0	14
125	0
10	456
1	456
16	70
0	43
6	43
0	20
0	25
0	29
0	12
0	31
0	17
44	0
131	0
0	231
48	231
872	0
31	269
0	269
2	0
1109	0
308	0
634	0
0	893
0	1188
0	1170
0	1038
658	0
389	0
5	400
0	420
59	411
0	119
10	0
591	0
197	0
386	0
768	0
0	452
4	452
482	0
144	0
69	1034
0	1034
391	0
1085	0
48	165
0	165
2	96
12913	0
2	42
1	42
1866	0
1	62
188	0
446	0
487	0
176	0
0	42
11	42
11	27
307	4
0	0
2	0
0	0
39	1
0	69
0	20
1732	0
0	629
39	594
1	459
0	30
2808	0
20	10
6	111
14	0
2	0
38	0
1	65
46	65
12	39
0	0
85	1418
3	1418
0	416
143	416
150	468
0	468
27	625
588	625
841	197
0	197
1	0
143	766
0	766
2576	0
0	406
128	406
8	0
93	127
0	127
1	0
591	0
193	0
0	621
0	621
2376	0
0	491
15	499
0	499
0	459
10602	8946
0	5086
3	8946
131	400
7	400
0	469
172	469
754	0
0	204
107	204
35	0
2673	0
7	174
0	174
5900	0
327	0
236	0
537	0
238	0
335	0
1314	0
316	0
418	0
0	9
16	45
0	45
0	4
1	4
1	0
93	0
543	0
1	64
0	64
495	0
564	0
548	1588
312	1588
95	221
0	221
0	647
0	766
0	776
1	695
2	713
2	0
4	66
337	66
74	0
39	0
275	0
297	0
0	0
298	0
0	217
67	217
60	0
220	100
38	100
27	0
105	0
657	0
1461	0
179	0
0	36
5	36
105	0
9	686
29	686
159	0
0	5
0	5
0	69
0	65
1	65
0	71
206	0
2	262
0	108
0	289
0	261
2	0
1	0
0	0
0	0
0	0
15	0
1	0
2	0
4	0
0	367
0	356
56	405
23	405
0	375
0	16
0	1
0	20
0	18
1126	0
8	2028
765	2028
0	9
4	9
0	0
3	0
6	0
4	0
3	0
0	2
0	2
0	2
553	0
80	0
68946	0
4	0
31	63
0	63
8	109
0	109
164	0
2605	0
263	5
0	5
1666	0
0	512
0	499
7	331
0	15
0	758
0	593
0	663
81	671
7	668
5	763
0	829
0	766
714	0
1	54
0	113
61	166
22	6
0	6
222	787
10	787
1046	0
38	10
434	0
122	0
670	0
1	0
48	0
10	10
0	10
1	0
8	542
82	790
0	773
0	790
119	0
378	0
5	28
2	28
1457	0
0	776
0	788
0	757
5	788
1	716
20	0
0	0
0	0
5	0
907	0
782	323
7	323
62	780
0	780
1689	0
20	593
0	593
2	0
15	0
89	0
11	0
1106	0
113	0
0	26
15	33
0	33
312	0
5027	0
0	1062
1374	1062
0	107
13	107
2868	0
504	0
0	420
44	420
0	348
0	310
28	348
59	0
3	123
4	123
141	0
110	1430
0	1430
212	0
19	367
0	367
0	402
1	419
0	497
619	0
16	0
1	78
1	20
0	98
20	149
35	149
257	0
140	0
4	258
8	258
0	371
0	568
0	1018
78	1542
754	0
32	0
1568	0
208	0
11897	0
952	0
58	467
0	467
2	416
193	416
0	1321
185	1689
0	1689
2	0
191	0
291	0
233	0
1	190
72	200
0	200
1238	0
8	0
3	0
0	5
1	6
1	1
0	18
0	0
1	6
1	2
0	0
28	15
1	0
17	45
51	6
0	0
0	0
7	14
14	4
0	0
460	0
436	0
0	259
0	334
113	334
0	0
18	116
0	116
0	415
74	415
2	171
0	177
0	166
5	173
80	0
568	7300
0	7300
444	0
182	0
638	0
0	72
0	72
0	50
0	16
0	0
12	0
175	0
104	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	9
0	9
3	0
251	4
51558	4
0	79
21	83
0	83
0	569
87	632
0	632
291	0
4	0
0	0
0	0
0	0
0	38
6	38
0	27
0	564
61	564
2698	0
11	0
407	0
0	178
508	178
418	0
33	548
0	548
880	0
1	0
0	0
71	0
56	0
0	174
170	174
0	610
48	610
32	610
2952	1786
642	0
368	0
2762	0
0	384
15	384
37	65
0	65
12	10
25	2385
30	2385
0	1465
797	0
0	22
2	29
0	24
51	29
0	720
0	779
39	659
0	1035
16	632
0	910
0	7
0	8
0	8
0	8
0	0
0	0
0	0
0	0
0	0
0	0
0	0
0	0
1	0
101	0
457	0
10	0
92	0
0	359
203	359
7	72
0	72
68	219
0	219
32	0
1240	6138
0	6138
1019	0
3	0
0	20
11	20
0	0
0	0
799	0
0	136
6	178
0	178
55	0
40	582
0	582
235	0
2217	0
0	864
154	864
562	0
0	386
68	375
0	337
2	0
96	311
0	311
0	388
2	362
0	419
0	312
5450	0
1006	0
5	0
2	0
28	0
7	107
0	111
0	84
53	490
0	466
7	490
0	397
0	428
816	0
635	0
21	457
0	457
0	0
0	0
0	142
34	0
4	0
423	0
8	0
957	0
2	0
4	0
492	0
0	298
0	339
31	370
0	370
61	218
0	218
199	9
0	5
77	0
7	0
0	48
2	63
0	52
0	61
4	50
69	157
0	157
5	0
10021	0
45	0
140	0
49	0
0	467
0	433
11	467
0	20
0	23
0	46
0	47
0	7
0	26
0	21
0	26
1362	0
10	4
288	7
439	0
814	0
0	652
190	652
288	0
0	680
80	827
0	606
0	827
68	670
0	670
1620	0
0	369
2	394
4	603
29	604
9	230
0	230
97	0
322	0
35	0
654	0
794	0
460	0
3	103
21	59
0	44
2027	0
15	1625
303	1625
68	13
6	13
0	80
0	104
0	73
46	104
0	210
12	0
0	254
22	254
6	168
0	168
2	156
5	518
5456	538
0	538
0	316
18	524
3	524
1795	0
2	59
0	2
0	57
0	355
0	407
7	145
0	204
188	0
430	0
0	110
819	110
1622	0
278	0
1333	0
0	666
74	666
58	0
42	0
119	3
0	0
0	3
0	0
396	0
0	148
2	24
7	148
0	0
44	19
43	0
757	0
12	112
0	112
0	4
24	4
20	0
552	0
0	19
0	29
0	30
215	0
936	0
0	1314
461	1389
98	1389
11	281
0	281
0	256
0	0
298	0
177	0
18	0
244	0
1	56
0	17
0	56
1	7
0	7
0	5
1095	0
1128	0
450	0
53	0
3	384
170	384
0	384
67	0
1247	0
580	0
532	0
0	362
57	362
0	303
1	169
51	303
4301	0
8	20
1	20
0	1250
633	1250
20	1349
1	1369
22	1335
0	1321
455	0
1221	0
2142	0
264	0
0	545
1	490
13	635
0	506
240	0
19	350
156	350
918	0
906	0
1	0
106	3
0	3
115	5
1121	0
10	760
141	760
0	724
0	586
161	0
296	292
0	292
0	0
3	0
11	273
0	252
0	273
42	180
0	180
0	178
4252	0
253	0
21	65
10	65
4	419
283	419
173	0
489	0
0	374
0	383
0	401
0	392
330	0
1479	0
0	369
96	369
4	219
2	219
1	132
9	0
9179	0
742	0
1	0
0	0
0	0
0	8
33	0
8	0
32	0
29764	15276
23	0
20	0
12	0
31	0
26	0
3	0
55	0
65	0
34	0
31	0
35	0
53	0
54	0
29	0
95	0
41	0
83	0
76	0
22	0
42	0
64	0
67	109
213	111
100	18
18	0
48	0
401	0
3	285
0	220
0	255
0	305
0	33
733	0
0	266
1	212
0	292
0	261
918	0
1354	0
521	0
3885	0
0	37
341	37
29	0
4	0
0	0
5452	0
2337	0
65	0
8	8
76	0
0	196
0	232
19	232
0	61
797	0
52	0
0	11300
4765	11300
105	0
23	0
43	145
0	150
0	147
7	0
287	0
8	0
727	0
0	302
193	302
11145	0
371	0
341	0
2171	0
23	118
0	118
268	0
402	0
99	0
111	459
1	459
2184	0
368	0
19	136
0	136
0	30
26	0
89	0
397	0
68	390
0	390
0	9
0	4
0	26
3	22
45	0
0	0
0	0
984	0
967	0
473	0
257	0
0	829
18	829
1	815
0	1928
13	850
0	1866
0	2268
9	0
478	0
0	604
0	61
0	580
0	362
0	523
0	819
163	819
258	0
0	1128
106	1128
8	243
0	243
0	229
0	529
205	529
1335	110
448	0
496	0
1144	0
428	0
0	112
610	112
821	0
2570	10112
0	10112
249	0
0	348
101	337
2	353
37	337
7	353
0	363
0	291
847	0
1937	0
0	246
0	346
41	469
6	432
53	116
0	116
1	4555
699	4555
236	3974
198	3974
130	0
93	389
0	389
241	0
4	38
0	38
1117	0
682	0
909	0
535	30
0	46
0	65
22	65
37	388
0	388
967	0
7	0
8	0
0	232
14	271
0	251
17425	0
2	49
20	160
0	170
0	159
450	0
263	0
0	72
0	92
0	98
13	98
4	0
3	0
0	0
639	0
723	0
0	85
48	85
0	21
19	21
0	690
160	690
261	0
0	1748
0	1728
0	1866
0	1886
0	1832
0	1852
0	1007
0	1321
1	0
892	0
232	0
1112	0
657	254
0	254
1975	0
0	331
8	311
0	351
0	315
1	0
0	14
0	14
1	0
170	0
52	0
1383	0
497	0
8	282
0	282
0	927
386	927
1542	0
1342	2724
16	2724
