transcript	#geneID
RNA7376	gene3664
RNA7377	gene3664
RNA7379	gene3666
RNA7381	gene3667
RNA7382	gene3668
RNA7383	gene3669
RNA7384	gene3670
RNA7385	gene3670
RNA7386	gene3670
RNA7387	gene3671
RNA7390	gene3673
RNA7391	gene3674
RNA7392	gene3675
RNA7393	gene3675
RNA7394	gene3675
RNA7395	gene3675
RNA7396	gene3675
RNA7397	gene3675
RNA7398	gene3675
RNA7399	gene3675
RNA7400	gene3675
RNA7401	gene3675
RNA7402	gene3675
RNA7409	gene3675
RNA7410	gene3675
RNA7411	gene3676
RNA7412	gene3677
RNA7413	gene3678
RNA7414	gene3679
RNA7415	gene3680
RNA7416	gene3681
RNA7417	gene3682
RNA7418	gene3682
RNA7419	gene3682
RNA7420	gene3682
RNA7421	gene3683
RNA7422	gene3683
RNA7424	gene3683
RNA7425	gene3683
RNA7426	gene3683
RNA7427	gene3684
RNA7428	gene3685
RNA7430	gene3687
RNA7431	gene3688
RNA7432	gene3689
RNA7434	gene3690
RNA7435	gene3691
RNA7436	gene3691
RNA7437	gene3691
RNA7439	gene3693
RNA7440	gene3693
RNA7441	gene3693
RNA7442	gene3693
RNA7438	gene3692
RNA7443	gene3694
RNA7444	gene3695
RNA7445	gene3695
RNA7450	gene3697
RNA7446	gene3696
RNA7451	gene3698
RNA7452	gene3699
RNA7453	gene3700
RNA7454	gene3700
RNA7455	gene3700
RNA7456	gene3700
RNA7457	gene3700
RNA7461	gene3704
RNA7462	gene3705
RNA7463	gene3706
RNA7464	gene3706
RNA7465	gene3706
RNA7466	gene3706
RNA7467	gene3706
RNA7469	gene3707
RNA7470	gene3707
RNA7472	gene3708
RNA7473	gene3708
RNA7474	gene3709
RNA7475	gene3709
RNA7476	gene3709
RNA7477	gene3709
RNA7478	gene3710
RNA7480	gene3712
RNA7483	gene3713
RNA7484	gene3713
RNA7485	gene3714
RNA7488	gene3715
RNA7489	gene3715
RNA7490	gene3715
RNA7491	gene3715
RNA7492	gene3716
RNA7493	gene3717
RNA7494	gene3718
RNA7495	gene3719
RNA7496	gene3720
RNA7499	gene3722
RNA7500	gene3723
RNA7497	gene3721
RNA7501	gene3724
RNA7502	gene3725
RNA7503	gene3725
RNA7506	gene3727
RNA7507	gene3728
RNA7508	gene3728
RNA7509	gene3729
RNA7510	gene3729
RNA7511	gene3730
RNA7512	gene3731
RNA7514	gene3732
RNA7515	gene3732
RNA7518	gene3732
RNA7519	gene3733
RNA7520	gene3734
RNA7522	gene3736
RNA7521	gene3735
RNA7523	gene3737
RNA7524	gene3738
RNA7526	gene3739
RNA7527	gene3739
RNA7529	gene3740
RNA7530	gene3741
RNA7531	gene3741
RNA7532	gene3741
RNA7533	gene3741
RNA7535	gene3742
RNA7536	gene3743
RNA7537	gene3744
RNA7538	gene3745
RNA7541	gene3745
RNA7543	gene3745
RNA7547	gene3747
RNA7544	gene3746
RNA7545	gene3746
RNA7546	gene3746
RNA7549	gene3748
RNA7552	gene3748
RNA7553	gene3748
RNA7555	gene3750
RNA7556	gene3750
RNA7557	gene3751
RNA7558	gene3752
RNA7559	gene3752
RNA7560	gene3752
RNA7561	gene3752
RNA7567	gene3755
RNA7571	gene3755
RNA7572	gene3755
RNA7573	gene3755
RNA7574	gene3756
RNA7575	gene3757
RNA7576	gene3757
RNA7577	gene3757
RNA7578	gene3757
RNA7579	gene3757
RNA7581	gene3758
RNA7582	gene3758
RNA7583	gene3759
RNA7585	gene3761
RNA7586	gene3762
RNA7587	gene3762
RNA7588	gene3763
RNA7589	gene3763
RNA7590	gene3763
RNA7591	gene3763
RNA7592	gene3763
RNA7594	gene3764
RNA7595	gene3765
RNA7596	gene3765
RNA7597	gene3766
RNA7598	gene3767
RNA7599	gene3767
RNA7600	gene3768
RNA7602	gene3769
RNA7603	gene3769
RNA7604	gene3770
RNA7605	gene3771
RNA7606	gene3771
RNA7607	gene3771
RNA7608	gene3771
RNA7609	gene3772
RNA7610	gene3773
RNA7612	gene3775
RNA7613	gene3776
RNA7614	gene3777
RNA7615	gene3778
RNA7616	gene3779
RNA7618	gene3780
RNA7621	gene3780
RNA7627	gene3781
RNA7628	gene3781
RNA7629	gene3781
RNA7631	gene3782
RNA7632	gene3782
RNA7633	gene3782
RNA7634	gene3782
RNA7635	gene3782
RNA7636	gene3782
RNA7640	gene3785
RNA7641	gene3786
RNA7643	gene3787
RNA7644	gene3787
RNA7645	gene3788
RNA7651	gene3789
RNA7652	gene3789
RNA7654	gene3790
RNA7655	gene3791
RNA7656	gene3792
RNA7657	gene3792
RNA7658	gene3793
RNA7659	gene3794
RNA7660	gene3795
RNA7661	gene3795
RNA7662	gene3795
RNA7664	gene3796
RNA7665	gene3796
RNA7666	gene3796
RNA7667	gene3796
RNA7668	gene3796
RNA7669	gene3797
RNA7670	gene3797
RNA7671	gene3798
RNA7673	gene3799
RNA7674	gene3800
RNA7676	gene3800
RNA7677	gene3801
RNA7678	gene3802
RNA7680	gene3802
RNA7682	gene3802
RNA7683	gene3802
RNA7684	gene3802
RNA7685	gene3802
RNA7688	gene3802
RNA7689	gene3802
RNA7691	gene3803
RNA7692	gene3804
RNA7693	gene3805
RNA7694	gene3806
RNA7695	gene3807
RNA7696	gene3808
RNA7697	gene3809
RNA7698	gene3810
RNA7699	gene3811
RNA7700	gene3812
RNA7701	gene3813
RNA7703	gene3814
RNA7704	gene3815
RNA7705	gene3815
RNA7706	gene3816
RNA7707	gene3817
RNA7708	gene3817
RNA7710	gene3818
RNA7711	gene3818
RNA7712	gene3818
RNA7713	gene3818
RNA7714	gene3818
RNA7715	gene3818
RNA7716	gene3818
RNA7717	gene3818
RNA7718	gene3819
RNA7721	gene3820
RNA7722	gene3821
RNA7724	gene3822
RNA7725	gene3822
RNA7726	gene3822
RNA7727	gene3822
RNA7728	gene3822
RNA7729	gene3822
RNA7730	gene3822
RNA7734	gene3824
RNA7735	gene3824
RNA7736	gene3824
RNA7737	gene3824
RNA7739	gene3826
RNA7741	gene3827
RNA7742	gene3828
RNA7743	gene3828
RNA7744	gene3829
RNA7746	gene3830
RNA7748	gene3831
RNA7749	gene3832
RNA7750	gene3832
RNA7751	gene3832
RNA7752	gene3833
RNA7753	gene3833
RNA7754	gene3834
RNA7755	gene3834
RNA7759	gene3837
RNA7760	gene3838
RNA7762	gene3840
RNA7763	gene3840
RNA7764	gene3840
RNA7765	gene3841
RNA7770	gene3842
RNA7772	gene3842
RNA7773	gene3842
RNA7774	gene3842
RNA7775	gene3842
RNA7776	gene3842
RNA7778	gene3843
RNA7779	gene3843
RNA7780	gene3844
RNA7783	gene3844
RNA7784	gene3845
RNA7785	gene3845
RNA7786	gene3846
RNA7787	gene3846
RNA7790	gene3846
RNA7791	gene3847
RNA7792	gene3848
RNA7793	gene3849
RNA7795	gene3850
RNA7796	gene3850
RNA7797	gene3851
RNA7798	gene3852
RNA7799	gene3853
RNA7801	gene3853
RNA7802	gene3853
RNA7803	gene3854
RNA7804	gene3854
RNA7806	gene3855
RNA7807	gene3856
RNA7808	gene3857
RNA7809	gene3858
RNA7810	gene3858
RNA7811	gene3859
RNA7813	gene3859
RNA7814	gene3859
RNA7815	gene3859
RNA7816	gene3860
RNA7817	gene3860
RNA7818	gene3861
RNA7820	gene3863
RNA7821	gene3864
RNA7822	gene3865
RNA7823	gene3865
RNA7824	gene3866
RNA7825	gene3867
RNA7826	gene3868
RNA7827	gene3869
RNA7829	gene3870
RNA7830	gene3870
RNA7831	gene3870
RNA7832	gene3871
RNA7833	gene3872
RNA7834	gene3872
RNA7835	gene3873
RNA7838	gene3875
RNA7839	gene3875
RNA7840	gene3875
RNA7841	gene3875
RNA7842	gene3876
RNA7843	gene3876
RNA7846	gene3878
RNA7847	gene3879
RNA7848	gene3880
RNA7852	gene3883
RNA7856	gene3884
RNA7857	gene3885
RNA7858	gene3886
RNA7859	gene3887
RNA7860	gene3888
RNA7862	gene3889
RNA7864	gene3890
RNA7865	gene3891
RNA7866	gene3892
RNA7867	gene3893
RNA7868	gene3894
RNA7869	gene3895
RNA7873	gene3897
RNA7875	gene3898
RNA7877	gene3900
RNA7878	gene3900
RNA7879	gene3901
RNA7880	gene3902
RNA7881	gene3903
RNA7882	gene3904
RNA7883	gene3904
RNA7884	gene3904
RNA7885	gene3904
RNA7886	gene3904
RNA7888	gene3905
RNA7889	gene3905
RNA7890	gene3905
RNA7891	gene3906
RNA7892	gene3907
RNA7893	gene3908
RNA7894	gene3909
RNA7895	gene3910
RNA7896	gene3910
RNA7897	gene3911
RNA7898	gene3911
RNA7900	gene3912
RNA7901	gene3912
RNA7902	gene3913
RNA7903	gene3913
RNA7904	gene3914
RNA7905	gene3915
RNA7909	gene3917
RNA7910	gene3918
RNA7911	gene3919
RNA7912	gene3920
RNA7913	gene3920
RNA7915	gene3921
RNA7916	gene3922
RNA7921	gene3924
RNA7922	gene3924
RNA7923	gene3925
RNA7924	gene3925
RNA7925	gene3925
RNA7926	gene3925
RNA7929	gene3927
RNA7930	gene3928
RNA7931	gene3928
RNA7932	gene3929
RNA7933	gene3930
RNA7934	gene3931
RNA7936	gene3932
RNA7937	gene3933
RNA7938	gene3934
RNA7939	gene3935
RNA7940	gene3936
RNA7941	gene3936
RNA7942	gene3936
RNA7943	gene3937
RNA7944	gene3938
RNA7946	gene3940
RNA7947	gene3941
RNA7948	gene3942
RNA7949	gene3942
RNA7950	gene3943
RNA7953	gene3946
RNA7954	gene3947
RNA7955	gene3948
RNA7956	gene3949
RNA7957	gene3950
RNA7958	gene3951
RNA7959	gene3952
RNA7960	gene3952
RNA7961	gene3953
RNA7962	gene3954
RNA7965	gene3956
RNA7966	gene3957
RNA7967	gene3958
RNA7970	gene3960
RNA7971	gene3961
RNA7972	gene3961
RNA7974	gene3961
RNA7975	gene3962
RNA7976	gene3963
RNA7977	gene3964
RNA7978	gene3965
RNA7979	gene3965
RNA7980	gene3966
RNA7981	gene3967
RNA7982	gene3967
RNA7983	gene3968
RNA7984	gene3968
RNA7985	gene3968
RNA7987	gene3970
RNA7990	gene3973
RNA7993	gene3976
RNA7992	gene3975
RNA7994	gene3977
RNA7996	gene3978
RNA7997	gene3979
RNA7998	gene3980
RNA7999	gene3980
RNA8000	gene3981
RNA8001	gene3982
RNA8002	gene3983
RNA8003	gene3984
RNA8004	gene3985
RNA8005	gene3986
RNA8006	gene3986
RNA8007	gene3986
RNA8008	gene3987
RNA8009	gene3987
RNA8013	gene3988
RNA8014	gene3989
RNA8015	gene3989
RNA8016	gene3989
RNA8017	gene3990
RNA8018	gene3991
RNA8019	gene3992
RNA8020	gene3993
RNA8022	gene3993
RNA8023	gene3994
RNA8025	gene3995
RNA8026	gene3995
RNA8027	gene3995
RNA8028	gene3995
RNA8029	gene3996
RNA8030	gene3996
RNA8031	gene3997
RNA8032	gene3997
RNA8033	gene3997
RNA8034	gene3998
RNA8035	gene3999
RNA8036	gene4000
RNA8037	gene4000
RNA8038	gene4001
RNA8039	gene4002
RNA8041	gene4003
RNA8044	gene4005
RNA8045	gene4005
RNA8046	gene4005
RNA8047	gene4006
RNA8048	gene4007
RNA8049	gene4008
RNA8050	gene4008
RNA8051	gene4009
RNA8052	gene4010
RNA8054	gene4011
RNA8055	gene4011
RNA8056	gene4012
RNA8057	gene4013
RNA8058	gene4014
RNA8060	gene4015
RNA8061	gene4015
RNA8062	gene4015
RNA8063	gene4015
RNA8065	gene4016
RNA8066	gene4017
RNA8067	gene4018
RNA8074	gene4019
RNA8075	gene4020
RNA8076	gene4021
RNA8077	gene4022
RNA8078	gene4023
RNA8079	gene4024
RNA8080	gene4024
RNA8081	gene4025
RNA8083	gene4025
RNA8084	gene4025
RNA8085	gene4026
RNA8087	gene4027
RNA8088	gene4028
RNA8089	gene4028
RNA8090	gene4029
RNA8091	gene4030
RNA8092	gene4030
RNA8093	gene4030
RNA8094	gene4031
RNA8095	gene4032
RNA8096	gene4033
RNA8103	gene4035
RNA8104	gene4036
RNA8105	gene4037
RNA8106	gene4037
RNA8109	gene4039
RNA8107	gene4038
RNA8110	gene4040
RNA8111	gene4040
RNA8113	gene4041
RNA8114	gene4041
RNA8115	gene4041
RNA8116	gene4042
RNA8117	gene4042
RNA8124	gene4043
RNA8125	gene4044
RNA8126	gene4045
RNA8128	gene4046
RNA8129	gene4047
RNA8130	gene4047
RNA8131	gene4048
RNA8132	gene4049
RNA8133	gene4049
RNA8134	gene4049
RNA8135	gene4049
RNA8136	gene4050
RNA8137	gene4050
RNA8139	gene4051
RNA8140	gene4052
RNA8141	gene4053
RNA8142	gene4053
RNA8143	gene4054
RNA8144	gene4054
RNA8145	gene4055
RNA8146	gene4055
RNA8148	gene4057
RNA8149	gene4058
RNA8150	gene4058
RNA8151	gene4059
RNA8152	gene4060
RNA8153	gene4061
RNA8155	gene4062
RNA8156	gene4063
RNA8157	gene4064
RNA8160	gene4066
RNA8161	gene4067
RNA8162	gene4068
RNA8163	gene4068
RNA8164	gene4068
RNA8165	gene4068
RNA8167	gene4069
RNA8168	gene4070
RNA8169	gene4071
RNA8170	gene4072
RNA8171	gene4073
RNA8172	gene4074
RNA8173	gene4074
RNA8175	gene4076
RNA8176	gene4076
RNA8177	gene4077
RNA8178	gene4078
RNA8179	gene4079
RNA8182	gene4080
RNA8183	gene4082
RNA8184	gene4083
RNA8185	gene4084
RNA8186	gene4085
RNA8187	gene4086
RNA8188	gene4087
RNA8189	gene4087
RNA8193	gene4087
RNA8194	gene4088
RNA8197	gene4091
RNA8198	gene4091
RNA8199	gene4091
RNA8202	gene4092
RNA8203	gene4092
RNA8204	gene4093
RNA8205	gene4094
RNA8206	gene4095
RNA8207	gene4095
RNA8209	gene4096
RNA8210	gene4096
RNA8211	gene4096
RNA8212	gene4097
RNA8213	gene4098
RNA8214	gene4098
RNA8215	gene4098
RNA8216	gene4098
RNA8219	gene4099
RNA8221	gene4100
RNA8222	gene4101
RNA8223	gene4101
RNA8225	gene4102
RNA8226	gene4103
RNA8227	gene4103
RNA8228	gene4104
RNA8229	gene4105
RNA8232	gene4106
RNA8234	gene4107
RNA8236	gene4108
RNA8239	gene4109
RNA8240	gene4109
RNA8242	gene4110
RNA8243	gene4110
RNA8244	gene4110
RNA8245	gene4111
RNA8246	gene4112
RNA8248	gene4113
RNA8249	gene4113
RNA8250	gene4114
RNA8251	gene4115
RNA8252	gene4116
RNA8253	gene4116
RNA8254	gene4117
RNA8255	gene4117
RNA8256	gene4117
RNA8258	gene4118
RNA8259	gene4119
RNA8260	gene4120
RNA8261	gene4120
RNA8263	gene4121
RNA8266	gene4122
RNA8268	gene4123
RNA8269	gene4124
RNA8270	gene4125
RNA8272	gene4127
RNA8273	gene4128
RNA8274	gene4129
RNA8275	gene4129
RNA8276	gene4130
RNA8277	gene4130
RNA8278	gene4130
RNA8279	gene4130
RNA8280	gene4131
RNA8281	gene4132
RNA8282	gene4133
RNA8283	gene4134
RNA8284	gene4134
RNA8286	gene4136
RNA8287	gene4137
RNA8288	gene4138
RNA8289	gene4138
RNA8290	gene4139
RNA8291	gene4140
RNA8292	gene4141
RNA8293	gene4142
RNA8294	gene4142
RNA8295	gene4143
RNA8296	gene4144
RNA8297	gene4145
RNA8298	gene4146
RNA8299	gene4147
RNA8300	gene4148
RNA8301	gene4149
RNA8302	gene4150
RNA8303	gene4150
RNA8304	gene4151
RNA8305	gene4151
RNA8306	gene4152
RNA8310	gene4154
RNA8311	gene4155
RNA8313	gene4155
RNA8314	gene4155
RNA8315	gene4155
RNA8316	gene4155
RNA8317	gene4155
RNA8318	gene4155
RNA8321	gene4157
RNA8322	gene4157
RNA8323	gene4157
RNA8325	gene4159
RNA8326	gene4160
RNA8327	gene4160
RNA8328	gene4160
RNA8329	gene4161
RNA8330	gene4161
RNA8332	gene4163
RNA8333	gene4163
RNA8336	gene4165
RNA8339	gene4165
RNA8340	gene4165
RNA8341	gene4165
RNA8342	gene4165
RNA8343	gene4165
RNA8344	gene4165
RNA8345	gene4165
RNA8346	gene4165
RNA8347	gene4165
RNA8349	gene4166
RNA8350	gene4166
RNA8352	gene4168
RNA8353	gene4168
RNA8354	gene4169
RNA8355	gene4170
RNA8356	gene4171
RNA8357	gene4171
RNA8358	gene4172
RNA8359	gene4172
RNA8365	gene4174
RNA8366	gene4174
RNA8367	gene4174
RNA8368	gene4174
RNA8369	gene4175
RNA8370	gene4175
RNA8371	gene4175
RNA8372	gene4175
RNA8375	gene4177
RNA8376	gene4178
RNA8377	gene4179
RNA8378	gene4180
RNA8379	gene4181
RNA8380	gene4182
RNA8381	gene4182
RNA8383	gene4183
RNA8384	gene4184
RNA8385	gene4185
RNA8387	gene4187
RNA8389	gene4189
RNA8390	gene4190
RNA8393	gene4193
RNA8394	gene4193
RNA8395	gene4194
RNA8396	gene4194
RNA8397	gene4194
RNA8399	gene4194
RNA8400	gene4194
RNA8401	gene4194
RNA8403	gene4195
RNA8404	gene4195
RNA8405	gene4196
RNA8406	gene4197
RNA8407	gene4198
RNA8409	gene4200
RNA8412	gene4202
RNA8413	gene4203
RNA8414	gene4204
RNA8415	gene4204
RNA8416	gene4205
RNA8417	gene4205
RNA8418	gene4206
RNA8419	gene4206
RNA8420	gene4207
RNA8421	gene4208
RNA8422	gene4208
RNA8423	gene4209
RNA8424	gene4210
RNA8425	gene4211
RNA8426	gene4212
RNA8427	gene4213
RNA8428	gene4214
RNA8429	gene4215
RNA8430	gene4215
RNA8431	gene4216
RNA8432	gene4217
RNA8436	gene4218
RNA8437	gene4219
RNA8438	gene4219
RNA8439	gene4219
RNA8440	gene4220
RNA8443	gene4220
RNA8444	gene4220
RNA8445	gene4220
RNA8446	gene4221
RNA8447	gene4222
RNA8448	gene4223
RNA8449	gene4223
RNA8454	gene4225
RNA8451	gene4224
RNA8452	gene4224
RNA8453	gene4224
RNA8455	gene4226
RNA8456	gene4226
RNA8457	gene4227
RNA8459	gene4227
RNA8460	gene4227
RNA8461	gene4228
RNA8462	gene4229
RNA8463	gene4229
RNA8464	gene4230
RNA8465	gene4231
RNA8466	gene4232
RNA8467	gene4232
RNA8469	gene4234
RNA8470	gene4235
RNA8471	gene4235
RNA8472	gene4235
RNA8473	gene4235
RNA8475	gene4236
RNA8476	gene4236
RNA8477	gene4237
RNA8478	gene4237
RNA8479	gene4238
RNA8480	gene4238
RNA8482	gene4238
RNA8483	gene4239
RNA8484	gene4239
RNA8485	gene4239
RNA8486	gene4240
RNA8489	gene4241
RNA8490	gene4241
RNA8491	gene4242
RNA8492	gene4243
RNA8493	gene4244
RNA8494	gene4245
RNA8495	gene4246
RNA8496	gene4247
RNA8497	gene4248
RNA8500	gene4249
RNA8501	gene4249
RNA8502	gene4249
RNA8504	gene4250
RNA8505	gene4251
RNA8506	gene4251
RNA8508	gene4252
RNA8516	gene4254
RNA8512	gene4253
RNA8513	gene4253
RNA8514	gene4253
RNA8515	gene4253
RNA8517	gene4255
RNA8518	gene4256
RNA8519	gene4257
RNA8520	gene4258
RNA8521	gene4259
RNA8523	gene4259
RNA8524	gene4259
RNA8525	gene4259
RNA8526	gene4259
RNA8529	gene4259
RNA8530	gene4259
RNA8531	gene4259
RNA8532	gene4259
RNA8533	gene4259
RNA8534	gene4259
RNA8535	gene4260
RNA8536	gene4261
RNA8537	gene4261
RNA8538	gene4262
RNA8539	gene4262
RNA8542	gene4263
RNA8543	gene4263
RNA8544	gene4264
RNA8546	gene4265
RNA8547	gene4266
RNA8548	gene4266
RNA8550	gene4268
RNA8551	gene4268
RNA8553	gene4268
RNA8554	gene4268
RNA8555	gene4268
RNA8556	gene4269
RNA8559	gene4270
RNA8560	gene4271
RNA8561	gene4272
RNA8562	gene4272
RNA8563	gene4272
RNA8564	gene4272
RNA8565	gene4272
RNA8566	gene4273
RNA8567	gene4273
RNA8568	gene4273
RNA8571	gene4273
RNA8574	gene4274
RNA8581	gene4276
RNA8582	gene4276
RNA8583	gene4276
RNA8585	gene4277
RNA8590	gene4279
RNA8591	gene4279
RNA8592	gene4280
RNA8593	gene4280
RNA8595	gene4282
RNA8596	gene4283
RNA8597	gene4284
RNA8599	gene4286
RNA8600	gene4287
RNA8601	gene4287
RNA8602	gene4288
RNA8603	gene4289
RNA8604	gene4289
RNA8605	gene4289
RNA8608	gene4292
RNA8609	gene4293
RNA8610	gene4293
RNA8614	gene4297
RNA8612	gene4295
RNA8616	gene4298
RNA8617	gene4299
RNA8618	gene4299
RNA8619	gene4300
RNA8620	gene4301
RNA8621	gene4302
RNA8626	gene4306
RNA8628	gene4307
RNA8630	gene4309
RNA8634	gene4309
RNA8636	gene4310
RNA8637	gene4311
RNA8638	gene4312
RNA8640	gene4314
RNA8641	gene4315
RNA8642	gene4316
RNA8643	gene4317
RNA8644	gene4317
RNA8645	gene4318
RNA8646	gene4319
RNA8648	gene4321
RNA8649	gene4322
RNA8650	gene4323
RNA8651	gene4324
RNA8652	gene4324
RNA8653	gene4325
RNA8655	gene4327
RNA8656	gene4328
RNA8657	gene4328
RNA8658	gene4328
RNA8660	gene4328
RNA8662	gene4328
RNA8663	gene4328
RNA8664	gene4328
RNA8665	gene4329
RNA8666	gene4329
RNA8667	gene4330
RNA8668	gene4330
RNA8669	gene4331
RNA8671	gene4332
RNA8674	gene4333
RNA8675	gene4334
RNA8676	gene4334
RNA8677	gene4334
RNA8678	gene4334
RNA8679	gene4334
RNA8680	gene4335
RNA8700	gene4336
RNA8701	gene4337
RNA8702	gene4337
RNA8703	gene4338
RNA8705	gene4338
RNA8707	gene4339
RNA8708	gene4339
RNA8709	gene4340
RNA8710	gene4341
RNA8711	gene4342
RNA8712	gene4343
RNA8713	gene4344
RNA8714	gene4345
RNA8715	gene4345
RNA8716	gene4346
RNA8717	gene4346
RNA8718	gene4347
RNA8719	gene4348
RNA8720	gene4348
RNA8723	gene4349
RNA8724	gene4350
RNA8725	gene4350
RNA8726	gene4350
RNA8727	gene4350
RNA8728	gene4350
RNA8729	gene4351
RNA8730	gene4351
RNA8731	gene4352
RNA8732	gene4353
RNA8733	gene4353
RNA8734	gene4353
RNA8735	gene4354
RNA8738	gene4355
RNA8742	gene4356
RNA8743	gene4357
RNA8744	gene4357
RNA8745	gene4358
RNA8747	gene4359
RNA8748	gene4360
RNA8749	gene4360
RNA8750	gene4360
RNA8751	gene4360
RNA8752	gene4360
RNA8753	gene4360
RNA8754	gene4360
RNA8755	gene4360
RNA8756	gene4361
RNA8757	gene4362
RNA8758	gene4363
RNA8762	gene4364
RNA8763	gene4364
RNA8764	gene4365
RNA8765	gene4366
RNA8767	gene4367
RNA8768	gene4368
RNA8769	gene4368
RNA8770	gene4369
RNA8771	gene4370
RNA8772	gene4371
RNA8774	gene4372
RNA8775	gene4373
RNA8776	gene4374
RNA8777	gene4374
RNA8778	gene4374
RNA8780	gene4376
RNA8781	gene4376
RNA8782	gene4377
RNA8784	gene4378
RNA8786	gene4380
RNA8788	gene4382
RNA8789	gene4383
RNA8790	gene4384
RNA8792	gene4385
RNA8793	gene4385
RNA8794	gene4385
RNA8795	gene4386
RNA8796	gene4387
RNA8797	gene4387
RNA8798	gene4388
RNA8800	gene4389
RNA8801	gene4389
RNA8802	gene4389
RNA8803	gene4389
RNA8804	gene4389
RNA8805	gene4389
RNA8806	gene4389
RNA8807	gene4390
RNA8808	gene4391
RNA8809	gene4392
RNA8810	gene4392
RNA8811	gene4392
RNA8813	gene4393
RNA8814	gene4393
RNA8815	gene4394
RNA8816	gene4394
RNA8817	gene4394
RNA8818	gene4395
RNA8819	gene4396
RNA8820	gene4397
RNA8824	gene4398
RNA8825	gene4398
RNA8826	gene4399
RNA8827	gene4400
RNA8831	gene4404
RNA8832	gene4405
RNA8833	gene4405
RNA8836	gene4405
RNA8837	gene4406
RNA8838	gene4407
RNA8840	gene4407
RNA8843	gene4408
RNA8844	gene4409
RNA8845	gene4410
RNA8847	gene4411
RNA8848	gene4412
RNA8849	gene4413
RNA8850	gene4414
RNA8851	gene4415
RNA8852	gene4416
RNA8853	gene4416
RNA8854	gene4416
RNA8855	gene4417
RNA8856	gene4418
RNA8857	gene4418
RNA8858	gene4418
RNA8859	gene4419
RNA8860	gene4419
RNA8861	gene4420
RNA8863	gene4420
RNA8865	gene4421
RNA8867	gene4421
RNA8869	gene4422
RNA8870	gene4422
RNA8871	gene4423
RNA8872	gene4424
RNA8874	gene4426
RNA8875	gene4427
RNA8878	gene4429
RNA8879	gene4429
RNA8880	gene4430
RNA8882	gene4431
RNA8883	gene4432
RNA8884	gene4433
RNA8885	gene4434
RNA8886	gene4434
RNA8887	gene4434
RNA8888	gene4434
RNA8889	gene4435
RNA8890	gene4435
RNA8891	gene4436
RNA8893	gene4438
RNA8894	gene4439
RNA8895	gene4440
RNA8898	gene4441
RNA8900	gene4442
RNA8901	gene4443
RNA8903	gene4443
RNA8904	gene4444
RNA8905	gene4445
RNA8906	gene4445
RNA8907	gene4446
RNA8909	gene4447
RNA8910	gene4447
RNA8911	gene4447
RNA8912	gene4447
RNA8913	gene4447
RNA8914	gene4447
RNA8918	gene4447
RNA8919	gene4448
RNA8921	gene4450
RNA8923	gene4452
RNA8924	gene4452
RNA8925	gene4452
RNA8926	gene4452
RNA8927	gene4452
RNA8928	gene4452
RNA8929	gene4452
RNA8930	gene4452
RNA8931	gene4452
RNA8932	gene4452
RNA8933	gene4452
RNA8934	gene4452
RNA8935	gene4452
RNA8936	gene4453
RNA8938	gene4455
RNA8939	gene4456
RNA8940	gene4457
RNA8941	gene4457
RNA8943	gene4458
RNA8944	gene4458
RNA8945	gene4458
RNA8947	gene4460
RNA8951	gene4462
RNA8948	gene4461
RNA8950	gene4461
RNA8952	gene4463
RNA8953	gene4464
RNA8955	gene4466
RNA8956	gene4467
RNA8957	gene4467
RNA8958	gene4468
RNA8959	gene4468
RNA8960	gene4469
RNA8961	gene4470
RNA8962	gene4471
RNA8963	gene4472
RNA8964	gene4473
RNA8966	gene4474
RNA8967	gene4475
RNA8968	gene4475
RNA8970	gene4476
RNA8975	gene4477
RNA8976	gene4478
RNA8977	gene4479
RNA8978	gene4480
RNA8980	gene4482
RNA8981	gene4483
RNA8982	gene4484
RNA8983	gene4485
RNA8984	gene4485
RNA8985	gene4485
RNA8986	gene4485
RNA8987	gene4485
RNA8988	gene4485
RNA8989	gene4485
RNA8990	gene4486
RNA8991	gene4487
RNA8994	gene4488
RNA8998	gene4489
RNA8999	gene4490
RNA9000	gene4491
RNA9001	gene4492
RNA9002	gene4493
RNA9004	gene4495
RNA9005	gene4496
RNA9006	gene4497
RNA9007	gene4497
RNA9008	gene4497
RNA9009	gene4497
RNA9012	gene4498
RNA9013	gene4498
RNA9014	gene4498
RNA9015	gene4498
RNA9020	gene4501
RNA9017	gene4500
RNA9018	gene4500
RNA9019	gene4500
RNA9021	gene4502
RNA9022	gene4503
RNA9023	gene4503
RNA9024	gene4503
RNA9025	gene4504
RNA9026	gene4504
RNA9027	gene4505
RNA9028	gene4505
RNA9029	gene4505
RNA9030	gene4506
RNA9035	gene4508
RNA9036	gene4509
RNA9037	gene4509
RNA9039	gene4511
RNA9040	gene4512
RNA9041	gene4513
RNA9042	gene4514
RNA9043	gene4515
RNA9044	gene4516
RNA9045	gene4516
RNA9047	gene4517
RNA9048	gene4518
RNA9049	gene4518
RNA9050	gene4518
RNA9051	gene4518
RNA9052	gene4518
RNA9053	gene4518
RNA9055	gene4518
RNA9058	gene4520
RNA9059	gene4521
RNA9060	gene4522
RNA9061	gene4522
RNA9062	gene4522
RNA9063	gene4522
RNA9065	gene4522
RNA9066	gene4523
RNA9067	gene4524
RNA9068	gene4525
RNA9069	gene4525
RNA9070	gene4526
RNA9071	gene4527
RNA9074	gene4529
RNA9075	gene4529
RNA9076	gene4530
RNA9077	gene4531
RNA9078	gene4531
