#FamilyID	dsim<0>	dsec<1>	dere<2>	dyak<3>	<4>	dmel<5>	<6>	<7>	dper<8>	dpse<9>	dana<10>	<11>	dvir<12>	dmoj<13>	<14>	<15>	dgri<16>	<17>	dwil<18>	<19>	<20>	<21>	agam<22>	<23>	bmor<24>	<25>	tcas<26>	<27>	apis<28>	phum<29>	amel<30>	<31>	<32>	<33>	<34>	
OBPs	0.132452	0.298151	0.452839	0.168577	N/A	N/A	N/A	N/A	N/A	N/A	N/A	0.577889	0.468474	0.843006	0.478701	0.596742	N/A	0.466192	0.0253981	N/A	0.392407	N/A	8.07882e-05	0.501137	0.619408	0.44995	0.254609	0.159896	0.767642	0.00133202	0.0695392	0.0895761	0.0295953	0.0698698	N/A
